UserID,Role,Round,Total,move,gameType,propose,accept
47391935-3cc5-42b0-a0ba-41c133468dbd,player,1,100,"[50.0, 50.0]",ultimatum_strategy,50,50
715e66fb-290e-498e-b3f8-661f5eb92459,player,1,100,"[50.0, 20.0]",ultimatum_strategy,50,20
706af810-433a-4760-a823-a06d3d2a1c0c,player,1,100,"[20.0, 30.0]",ultimatum_strategy,20,30
7b283d24-b8b8-48b7-8fd0-474c944b23b7,player,1,100,"[100.0, 0.0]",ultimatum_strategy,100,0
fd54b092-61de-4b65-b49c-10fcc66d5702,player,1,100,"[35.0, 15.0]",ultimatum_strategy,35,15
81893413-fd99-406c-a9af-b096e6498a6c,player,1,100,"[-1.0, -1.0]",ultimatum_strategy,-1,-1
10d73362-5712-4c4b-b47e-b2ef53a016f5,player,1,100,"[40.0, 1.0]",ultimatum_strategy,40,1
11b956bb-6981-4be6-b192-31f098a9d6c1,player,1,100,"[25.0, 25.0]",ultimatum_strategy,25,25
45b8b061-f2a9-4415-a91a-e3cc3e97acd1,player,1,100,"[47.0, 42.0]",ultimatum_strategy,47,42
ba0a121d-105f-41fd-b036-00f977143d1b,player,1,100,"[50.0, 40.0]",ultimatum_strategy,50,40
bff1bec9-2de0-4b83-8abc-098b6a36c62a,player,1,100,"[10.0, 25.0]",ultimatum_strategy,10,25
e01be429-c43e-4d23-a907-89063458f73a,player,1,100,"[1.0, 1.0]",ultimatum_strategy,1,1
02747ac2-8728-4936-b873-4518e08c1465,player,1,100,"[50.0, 40.0]",ultimatum_strategy,50,40
dda0f804-ec3e-4292-996c-7433b5a2483a,player,1,100,"[60.0, 10.0]",ultimatum_strategy,60,10
ec006985-74e9-4be5-9481-dafcd6f65670,player,1,100,"[40.0, 31.0]",ultimatum_strategy,40,31
1bab47b3-59a9-47ca-b172-be4edd506541,player,1,100,"[50.0, 50.0]",ultimatum_strategy,50,50
a9db74b1-822b-4675-ba30-7b6821a039fe,player,1,100,"[50.0, 25.0]",ultimatum_strategy,50,25
a4f211ef-34d0-4321-9e12-8fc2267caf49,player,1,100,"[33.0, 7.0]",ultimatum_strategy,33,7
e1120889-e9b1-4f04-a6c4-4da226ebdaa1,player,1,100,"[40.0, 30.0]",ultimatum_strategy,40,30
4a482bf5-742b-435b-ae45-0f848678af4e,player,1,100,"[60.0, 0.0]",ultimatum_strategy,60,0
6c3b1317-a818-4a77-8351-0238d656a53d,player,1,100,"[75.0, 25.0]",ultimatum_strategy,75,25
50f635d6-11d9-4316-8776-2ca9023cd10c,player,1,100,"[35.0, 25.0]",ultimatum_strategy,35,25
ff507586-bcd9-4bf6-802e-19020cd8f418,player,1,100,"[50.0, 1.0]",ultimatum_strategy,50,1
70b823a0-b2c8-4915-b75b-9a808acac298,player,1,100,"[50.0, 40.0]",ultimatum_strategy,50,40
7967ceb0-1e7b-42ee-af58-5e2f0c358464,player,1,100,"[75.0, 1.0]",ultimatum_strategy,75,1
a51e1a6b-e5e4-41e3-914d-04713f18582e,player,1,100,"[35.0, 35.0]",ultimatum_strategy,35,35
25103051-debe-48cc-99db-ff24f8403cd7,player,1,100,"[75.0, 15.0]",ultimatum_strategy,75,15
44168bca-327f-461c-bd85-6969cbcd6e1a,player,1,100,"[50.0, 10.0]",ultimatum_strategy,50,10
